claim_id,policy_number,claimant_id,claimant_name,claim_type,estimated_damage,amount_paid,claim_date,incident_date,settlement_date,status,location,state,description,police_report,photos_provided,witness_statements,vehicle_vin,vehicle_make,vehicle_model,vehicle_year,license_plate,fraud_flag
CLM-2026-000104,POL-2025-758,CLM-300,Mary Thompson,Liability,56411.35,45558.07,2025-09-11,2025-08-31,2025-10-14,SETTLED,"IN City, IN",IN,Liability incident reported at IN City. Significant damage to vehicle.,True,True,2,,,,,,False
CLM-2026-000105,POL-2024-123,CLM-1590,David Clark,Vandalism,1207.46,,2024-12-09,2024-12-05,,DENIED,"MN City, MN",MN,Vandalism incident reported at MN City. Weather-related incident.,True,True,1,,,,,,False
CLM-2026-000106,POL-2024-487,CLM-827,Jennifer Brown,Vandalism,3652.89,2952.41,2025-07-06,2025-07-01,2025-08-09,APPROVED,"VA City, VA",VA,Vandalism incident reported at VA City. Weather-related incident.,True,True,0,,,,,,False
CLM-2026-000107,POL-2024-849,CLM-1093,William Brown,Liability,25251.64,22868.43,2025-12-31,2025-12-21,2026-03-28,APPROVED,"Augusta, GA",GA,Liability incident reported at Augusta. Multiple vehicles involved.,False,True,1,,,,,,False
CLM-2026-000108,POL-2021-140,CLM-1612,John Gonzalez,Comprehensive,6229.14,5595.12,2024-05-07,2024-04-28,2024-07-09,APPROVED,"Winston-Salem, NC",NC,Comprehensive incident reported at Winston-Salem. Weather-related incident.,False,True,0,,,,,,False
CLM-2026-000109,POL-2023-661,CLM-1710,Susan Miller,Medical,4551.93,4211.96,2024-08-09,2024-08-06,2024-10-27,APPROVED,"SC City, SC",SC,Medical incident reported at SC City. Single vehicle incident.,True,True,2,,,,,,False
CLM-2026-000110,POL-2022-499,CLM-567,Betty Jones,Property Theft,26458.69,,2024-01-02,2023-12-31,,UNDER_REVIEW,"IN City, IN",IN,Property Theft incident reported at IN City. Weather-related incident.,False,True,0,,,,,,False
CLM-2026-000111,POL-2025-245,CLM-1502,Mark Williams,Fire Damage,27205.26,,2024-05-22,2024-05-20,,DENIED,"CO City, CO",CO,Fire Damage incident reported at CO City. Multiple vehicles involved.,True,True,1,,,,,,False
CLM-2026-000112,POL-2025-920,CLM-1710,Susan Miller,Auto Theft,18183.08,,2024-07-24,2024-07-15,,PENDING,"SC City, SC",SC,Auto Theft incident reported at SC City. Weather-related incident.,True,True,1,CWHBVGFKG452M66BP,Toyota,Prius,2019.0,DFV837,False
CLM-2026-000113,POL-2021-058,CLM-331,Patricia Johnson,Hail Damage,9292.87,6880.6,2023-09-17,2023-09-17,2023-10-10,APPROVED,"Joliet, IL",IL,Hail Damage incident reported at Joliet. Significant damage to vehicle.,True,True,1,,,,,,False
CLM-2026-000114,POL-2024-099,CLM-775,Mark Thomas,Fire Damage,173322.42,147550.74,2023-11-10,2023-11-08,2023-12-12,APPROVED,"WA City, WA",WA,Fire Damage incident reported at WA City. Minor damage reported.,False,True,1,,,,,,False
CLM-2026-000115,POL-2024-419,CLM-872,Jennifer Jackson,Major Collision,69605.12,,2025-04-10,2025-04-06,,DENIED,"MO City, MO",MO,Major Collision incident reported at MO City. Multiple vehicles involved.,True,True,1,PTK30MNAB5M8VDC9N,Volkswagen,Jetta,2015.0,TKU594,True
CLM-2026-000116,POL-2025-236,CLM-1184,Matthew Jackson,Personal Injury,22434.14,,2024-02-12,2024-01-31,,UNDER_REVIEW,"AL City, AL",AL,Personal Injury incident reported at AL City. Significant damage to vehicle.,True,False,0,,,,,,False
CLM-2026-000117,POL-2021-630,CLM-1312,Linda Martin,Property Damage,12153.09,11365.42,2023-04-06,2023-03-30,2023-06-18,APPROVED,"UT City, UT",UT,Property Damage incident reported at UT City. Minor damage reported.,True,True,1,,,,,,False
CLM-2026-000118,POL-2022-711,CLM-1145,John Ramirez,Liability,53762.24,41789.82,2025-08-18,2025-08-10,2025-09-08,APPROVED,"KY City, KY",KY,Liability incident reported at KY City. Significant damage to vehicle.,True,False,0,,,,,,False
CLM-2026-000119,POL-2023-755,CLM-976,Nancy Sanchez,Property Damage,11590.87,10708.19,2024-04-08,2024-04-03,2024-06-27,APPROVED,"OK City, OK",OK,Property Damage incident reported at OK City. Single vehicle incident.,True,True,1,,,,,,False
CLM-2026-000120,POL-2022-404,CLM-455,Anthony Hernandez,Comprehensive,7435.64,,2025-04-18,2025-04-18,,PENDING,"KY City, KY",KY,Comprehensive incident reported at KY City. Minor damage reported.,True,False,1,,,,,,False
CLM-2026-000121,POL-2023-826,CLM-1477,Michael Lewis,Medical,28875.81,21476.47,2024-07-14,2024-07-02,2024-09-14,APPROVED,"Fort Lauderdale, FL",FL,Medical incident reported at Fort Lauderdale. Parking lot incident.,True,True,1,,,,,,False
CLM-2026-000122,POL-2022-333,CLM-1973,Charles Brown,Vandalism,5615.16,,2024-12-03,2024-11-24,,PENDING,"LA City, LA",LA,Vandalism incident reported at LA City. Single vehicle incident.,False,True,1,,,,,,False
CLM-2026-000123,POL-2020-216,CLM-848,Susan Jackson,Personal Injury,36724.82,28479.88,2025-01-30,2025-01-28,2025-02-22,CLOSED,"NJ City, NJ",NJ,Personal Injury incident reported at NJ City. Multiple vehicles involved.,False,True,2,,,,,,False
CLM-2026-000124,POL-2023-537,CLM-1124,John Taylor,Auto Theft,25679.08,21492.44,2023-07-11,2023-07-09,2023-09-25,CLOSED,"NJ City, NJ",NJ,Auto Theft incident reported at NJ City. Single vehicle incident.,True,True,1,F72AD50HS49HNGR9S,Hyundai,Tucson,2020.0,UPU661,False
CLM-2026-000125,POL-2023-641,CLM-512,Matthew Rodriguez,Comprehensive,12512.19,,2025-02-16,2025-02-05,,UNDER_REVIEW,"Pittsburgh, PA",PA,Comprehensive incident reported at Pittsburgh. Minor damage reported.,True,True,0,,,,,,False
CLM-2026-000126,POL-2025-811,CLM-1011,Sarah Brown,Liability,80948.92,,2024-10-23,2024-10-18,,DENIED,"San Diego, CA",CA,Liability incident reported at San Diego. Multiple vehicles involved.,True,True,1,,,,,,False
CLM-2026-000127,POL-2025-224,CLM-325,Susan Ramirez,Auto Accident,9092.76,8106.7,2025-10-22,2025-10-11,2026-01-03,CLOSED,"MA City, MA",MA,Auto Accident incident reported at MA City. Significant damage to vehicle.,False,True,0,E0TKD8YKNN5S8GNBY,Toyota,Corolla,2025.0,TBJ257,False
CLM-2026-000128,POL-2023-724,CLM-649,Jessica Jackson,Auto Collision,17852.75,14415.21,2024-02-06,2024-01-25,2024-03-08,CLOSED,"Rochester, NY",NY,Auto Collision incident reported at Rochester. Parking lot incident.,False,True,2,HGJHAFVKV5HEUHESG,Nissan,Maxima,2019.0,TWQ472,False
CLM-2026-000129,POL-2022-420,CLM-1981,Charles Garcia,Water Damage,31097.9,,2023-11-07,2023-11-04,,PENDING,"Sterling Heights, MI",MI,Water Damage incident reported at Sterling Heights. Weather-related incident.,True,False,0,,,,,,True
CLM-2026-000130,POL-2020-968,CLM-1523,Thomas Gonzalez,Medical,46461.53,39896.81,2023-09-20,2023-09-07,2023-10-04,APPROVED,"LA City, LA",LA,Medical incident reported at LA City. Multiple vehicles involved.,False,True,1,,,,,,False
CLM-2026-000131,POL-2021-385,CLM-1127,Charles Wilson,Comprehensive,12479.25,9946.4,2024-03-25,2024-03-12,2024-06-21,APPROVED,"MD City, MD",MD,Comprehensive incident reported at MD City. Weather-related incident.,True,True,0,,,,,,False
CLM-2026-000132,POL-2022-812,CLM-512,Matthew Rodriguez,Hail Damage,6597.18,6434.66,2024-09-19,2024-09-15,2024-10-07,SETTLED,"Pittsburgh, PA",PA,Hail Damage incident reported at Pittsburgh. Multiple vehicles involved.,True,True,1,,,,,,False
CLM-2026-000133,POL-2023-771,CLM-1106,Betty Jackson,Major Collision,24191.85,,2025-03-10,2025-03-05,,DENIED,"KY City, KY",KY,Major Collision incident reported at KY City. Weather-related incident.,True,True,1,2ES4BFRJ8DEPSF6DJ,Kia,Telluride,2023.0,OZN348,False
CLM-2026-000134,POL-2025-025,CLM-184,David Garcia,Property Theft,11100.93,,2025-05-30,2025-05-20,,DENIED,"CO City, CO",CO,Property Theft incident reported at CO City. Weather-related incident.,True,True,0,,,,,,False
CLM-2026-000135,POL-2020-386,CLM-1072,Daniel Williams,Personal Injury,148860.71,,2024-08-02,2024-07-25,,DENIED,"TN City, TN",TN,Personal Injury incident reported at TN City. Weather-related incident.,False,True,0,,,,,,False
CLM-2026-000136,POL-2025-161,CLM-1980,Nancy Johnson,Auto Collision,7690.02,6604.38,2023-06-21,2023-06-13,2023-06-30,CLOSED,"LA City, LA",LA,Auto Collision incident reported at LA City. Single vehicle incident.,True,True,1,BL7ZGTLVWT0J95WM2,Honda,CR-V,2025.0,JYP740,False
CLM-2026-000137,POL-2024-555,CLM-1988,Daniel Miller,Water Damage,22604.88,,2024-04-20,2024-04-06,,PENDING,"MN City, MN",MN,Water Damage incident reported at MN City. Multiple vehicles involved.,False,False,3,,,,,,False
CLM-2026-000138,POL-2021-611,CLM-312,Linda Lopez,Liability,98665.78,87327.5,2024-12-18,2024-12-17,2024-12-28,APPROVED,"MA City, MA",MA,Liability incident reported at MA City. Single vehicle incident.,False,False,2,,,,,,False
CLM-2026-000139,POL-2025-845,CLM-1409,Patricia Clark,Major Collision,40653.34,,2024-03-24,2024-03-11,,DENIED,"Macon, GA",GA,Major Collision incident reported at Macon. Multiple vehicles involved.,False,True,0,LRKHVSHEU1ZHDRJHL,Mercedes,GLE,2021.0,BHK411,False
CLM-2026-000140,POL-2025-513,CLM-1256,Richard Moore,Auto Theft,21225.26,,2025-09-27,2025-09-16,,DENIED,"UT City, UT",UT,Auto Theft incident reported at UT City. Significant damage to vehicle.,False,False,1,XN4DE5KP6F8NWTP43,Toyota,Corolla,2024.0,LJN493,False
CLM-2026-000141,POL-2021-788,CLM-776,John Robinson,Hail Damage,13198.28,12654.53,2023-11-18,2023-11-18,2024-01-06,SETTLED,"MA City, MA",MA,Hail Damage incident reported at MA City. Significant damage to vehicle.,False,True,1,,,,,,False
CLM-2026-000142,POL-2022-340,CLM-101,Elizabeth Gonzalez,Auto Collision,5343.61,3792.52,2024-12-25,2024-12-23,2025-02-14,APPROVED,"OK City, OK",OK,Auto Collision incident reported at OK City. Significant damage to vehicle.,False,True,1,D5NLNKS5FKX39CC2E,Toyota,Camry,2016.0,OHD811,False
CLM-2026-000143,POL-2025-620,CLM-1426,Anthony Rodriguez,Personal Injury,146943.79,126178.28,2024-11-12,2024-11-03,2025-01-31,APPROVED,"LA City, LA",LA,Personal Injury incident reported at LA City. Parking lot incident.,True,True,1,,,,,,True
CLM-2026-000144,POL-2020-117,CLM-435,Christopher Moore,Property Damage,40139.19,31803.56,2025-12-23,2025-12-13,2026-02-04,APPROVED,"Orlando, FL",FL,Property Damage incident reported at Orlando. Weather-related incident.,True,True,0,,,,,,False
CLM-2026-000145,POL-2025-548,CLM-1404,Betty Smith,Auto Accident,29149.17,22856.97,2024-03-09,2024-02-26,2024-04-30,CLOSED,"MO City, MO",MO,Auto Accident incident reported at MO City. Single vehicle incident.,False,True,1,CKVRPA1DG7EY793SS,Ford,Focus,2024.0,XLA594,True
CLM-2026-000146,POL-2021-211,CLM-1501,Sandra Jackson,Liability,87820.9,83134.91,2023-02-02,2023-01-29,2023-02-27,SETTLED,"MO City, MO",MO,Liability incident reported at MO City. Weather-related incident.,True,True,0,,,,,,False
CLM-2026-000147,POL-2024-251,CLM-1147,Betty Taylor,Fire Damage,70512.13,52352.93,2023-02-19,2023-02-18,2023-04-11,APPROVED,"Houston, TX",TX,Fire Damage incident reported at Houston. Parking lot incident.,False,True,0,,,,,,False
CLM-2026-000148,POL-2024-265,CLM-960,Daniel White,Personal Injury,115441.04,97104.82,2025-06-27,2025-06-20,2025-09-24,APPROVED,"AL City, AL",AL,Personal Injury incident reported at AL City. Significant damage to vehicle.,True,True,0,,,,,,False
CLM-2026-000149,POL-2022-558,CLM-1995,Margaret Martinez,Medical,52207.46,43297.97,2023-04-30,2023-04-24,2023-06-02,APPROVED,"MN City, MN",MN,Medical incident reported at MN City. Significant damage to vehicle.,False,True,0,,,,,,False
CLM-2026-000150,POL-2025-899,CLM-1354,Nancy Lee,Comprehensive,9425.8,,2025-03-13,2025-03-06,,PENDING,"Augusta, GA",GA,Comprehensive incident reported at Augusta. Multiple vehicles involved.,True,True,1,,,,,,False
CLM-2026-000151,POL-2022-861,CLM-1458,Barbara Harris,Major Collision,54749.25,46124.13,2023-11-20,2023-11-14,2024-02-04,APPROVED,"Houston, TX",TX,Major Collision incident reported at Houston. Single vehicle incident.,True,True,0,ZN420PGEZ2MDFTKE5,Mercedes,E-Class,2019.0,NOL463,False
CLM-2026-000152,POL-2020-582,CLM-1735,Joseph Garcia,Comprehensive,13935.18,,2024-09-19,2024-09-08,,DENIED,"TN City, TN",TN,Comprehensive incident reported at TN City. Single vehicle incident.,False,True,1,,,,,,False
CLM-2026-000153,POL-2025-804,CLM-1176,Lisa Robinson,Property Damage,10872.88,9878.18,2024-03-04,2024-02-27,2024-04-17,APPROVED,"UT City, UT",UT,Property Damage incident reported at UT City. Single vehicle incident.,False,True,2,,,,,,False
CLM-2026-000154,POL-2023-244,CLM-371,John Brown,Auto Theft,25844.04,24461.83,2023-02-03,2023-01-21,2023-02-20,APPROVED,"OR City, OR",OR,Auto Theft incident reported at OR City. Weather-related incident.,False,True,0,KU18U1FFFYX7NC8HE,Nissan,Sentra,2018.0,HUJ423,False
CLM-2026-000155,POL-2022-822,CLM-1306,John Lopez,Ruitschade,1699.75,,2024-01-25,2024-01-12,,DENIED,"IN City, IN",IN,Ruitschade incident reported at IN City. Significant damage to vehicle.,True,False,1,,,,,,False
CLM-2026-000156,POL-2024-823,CLM-1947,Jennifer Jackson,Medical,45549.09,37021.73,2025-05-12,2025-05-01,2025-05-30,CLOSED,"MD City, MD",MD,Medical incident reported at MD City. Significant damage to vehicle.,True,True,1,,,,,,False
CLM-2026-000157,POL-2020-075,CLM-1108,Mary Sanchez,Auto Accident,27553.06,,2023-08-09,2023-08-06,,PENDING,"CO City, CO",CO,Auto Accident incident reported at CO City. Multiple vehicles involved.,False,True,1,S0GM01C5AC0PSFDRT,Toyota,Prius,2019.0,BFJ805,False
CLM-2026-000158,POL-2022-664,CLM-683,William Smith,Auto Accident,12229.95,11691.86,2024-05-01,2024-04-25,2024-07-29,APPROVED,"AZ City, AZ",AZ,Auto Accident incident reported at AZ City. Multiple vehicles involved.,False,True,1,1C6NWLB2LR46PKG2H,Chevrolet,Equinox,2023.0,INV560,False
CLM-2026-000159,POL-2021-759,CLM-1614,Robert Lewis,Vandalism,5469.64,5371.33,2025-10-16,2025-10-10,2026-01-14,APPROVED,"Macon, GA",GA,Vandalism incident reported at Macon. Parking lot incident.,True,True,2,,,,,,False
CLM-2026-000160,POL-2024-178,CLM-1390,Sandra Lopez,Fire Damage,36092.59,34321.46,2023-10-10,2023-10-05,2023-12-29,APPROVED,"AZ City, AZ",AZ,Fire Damage incident reported at AZ City. Parking lot incident.,False,True,0,,,,,,False
CLM-2026-000161,POL-2025-512,CLM-555,Sarah Smith,Auto Theft,26368.83,,2023-02-06,2023-01-30,,DENIED,"Philadelphia, PA",PA,Auto Theft incident reported at Philadelphia. Multiple vehicles involved.,True,True,1,U9DJ6ZZLVZGFL6134,Kia,Forte,2025.0,VXM263,True
CLM-2026-000162,POL-2020-497,CLM-430,Barbara Perez,Auto Collision,4401.69,3150.45,2023-08-03,2023-07-30,2023-10-07,APPROVED,"IN City, IN",IN,Auto Collision incident reported at IN City. Multiple vehicles involved.,True,True,0,WPKA6NASA3RVC7FFW,Hyundai,Elantra,2016.0,DYL496,False
CLM-2026-000163,POL-2023-429,CLM-1998,William Garcia,Personal Injury,86162.54,67567.05,2024-07-05,2024-07-02,2024-07-16,APPROVED,"Akron, OH",OH,Personal Injury incident reported at Akron. Single vehicle incident.,False,False,2,,,,,,True
CLM-2026-000164,POL-2025-842,CLM-091,Patricia Williams,Fire Damage,16387.91,,2025-10-22,2025-10-15,,UNDER_REVIEW,"NJ City, NJ",NJ,Fire Damage incident reported at NJ City. Parking lot incident.,True,True,0,,,,,,False
CLM-2026-000165,POL-2025-969,CLM-145,Joseph Hernandez,Fire Damage,16215.69,,2023-11-23,2023-11-09,,UNDER_REVIEW,"Tampa, FL",FL,Fire Damage incident reported at Tampa. Parking lot incident.,True,True,2,,,,,,False
CLM-2026-000166,POL-2023-498,CLM-430,Barbara Perez,Fire Damage,139243.08,109047.33,2024-10-06,2024-10-01,2024-11-16,APPROVED,"IN City, IN",IN,Fire Damage incident reported at IN City. Multiple vehicles involved.,False,True,1,,,,,,True
CLM-2026-000167,POL-2024-661,CLM-854,Mary Jackson,Personal Injury,97413.3,76708.59,2025-04-17,2025-04-10,2025-06-19,APPROVED,"CT City, CT",CT,Personal Injury incident reported at CT City. Parking lot incident.,True,True,0,,,,,,True
CLM-2026-000168,POL-2024-725,CLM-1419,Margaret Sanchez,Property Theft,17661.23,14698.85,2025-02-27,2025-02-25,2025-03-11,APPROVED,"CT City, CT",CT,Property Theft incident reported at CT City. Single vehicle incident.,True,True,3,,,,,,False
CLM-2026-000169,POL-2020-412,CLM-694,Patricia Hernandez,Auto Collision,5206.74,,2025-05-31,2025-05-20,,DENIED,"CO City, CO",CO,Auto Collision incident reported at CO City. Multiple vehicles involved.,False,True,1,BAL6HSS62VNYZDGKG,Kia,Optima,2022.0,BRK833,False
CLM-2026-000170,POL-2023-296,CLM-707,Sarah White,Auto Accident,8039.46,7768.86,2024-01-21,2024-01-17,2024-04-08,CLOSED,"Cleveland, OH",OH,Auto Accident incident reported at Cleveland. Weather-related incident.,True,False,1,4K26FVZ2YR2DXDJPR,Ford,Mustang,2021.0,DEJ667,False
CLM-2026-000171,POL-2022-979,CLM-623,Jessica Lee,Major Collision,16610.4,,2023-04-08,2023-03-31,,UNDER_REVIEW,"OK City, OK",OK,Major Collision incident reported at OK City. Parking lot incident.,True,True,1,M95WM0SGZKBFE8NZU,Nissan,Altima,2025.0,JTA365,True
CLM-2026-000172,POL-2024-655,CLM-278,Daniel Jackson,Comprehensive,9725.58,9594.74,2024-01-07,2024-01-05,2024-02-29,APPROVED,"Charlotte, NC",NC,Comprehensive incident reported at Charlotte. Weather-related incident.,True,True,2,,,,,,True
CLM-2026-000173,POL-2023-939,CLM-1257,James Harris,Fire Damage,143430.33,,2023-02-07,2023-01-25,,PENDING,"IN City, IN",IN,Fire Damage incident reported at IN City. Single vehicle incident.,True,True,1,,,,,,False
CLM-2026-000174,POL-2022-684,CLM-088,Lisa Perez,Hail Damage,1829.71,1346.07,2024-11-30,2024-11-29,2025-02-10,APPROVED,"CO City, CO",CO,Hail Damage incident reported at CO City. Parking lot incident.,True,True,0,,,,,,False
CLM-2026-000175,POL-2023-690,CLM-203,Margaret Jones,Personal Injury,72257.89,,2024-11-07,2024-10-24,,DENIED,"Pittsburgh, PA",PA,Personal Injury incident reported at Pittsburgh. Minor damage reported.,True,False,0,,,,,,False
CLM-2026-000176,POL-2025-088,CLM-1833,Richard Brown,Vandalism,5170.66,3782.6,2023-05-17,2023-05-07,2023-05-25,APPROVED,"TN City, TN",TN,Vandalism incident reported at TN City. Weather-related incident.,True,False,3,,,,,,False
CLM-2026-000177,POL-2021-031,CLM-572,Patricia Lewis,Auto Accident,9019.32,,2025-03-22,2025-03-10,,DENIED,"Columbus, OH",OH,Auto Accident incident reported at Columbus. Single vehicle incident.,False,True,1,G05KA9LSMHGF9GGHT,Toyota,Camry,2016.0,OAT540,False
CLM-2026-000178,POL-2023-138,CLM-907,Betty Lopez,Vandalism,8673.43,6859.93,2023-06-09,2023-06-09,2023-08-26,APPROVED,"Philadelphia, PA",PA,Vandalism incident reported at Philadelphia. Minor damage reported.,True,False,1,,,,,,False
CLM-2026-000179,POL-2022-607,CLM-877,William Wilson,Auto Collision,17208.52,,2024-02-04,2024-01-30,,DENIED,"Austin, TX",TX,Auto Collision incident reported at Austin. Single vehicle incident.,True,True,1,35H1MDGD0F0AJA3GN,Toyota,Camry,2019.0,FMV783,False
CLM-2026-000180,POL-2024-412,CLM-414,Elizabeth Martin,Medical,63849.91,48795.64,2023-04-04,2023-03-25,2023-04-20,SETTLED,"OR City, OR",OR,Medical incident reported at OR City. Significant damage to vehicle.,False,False,1,,,,,,False
CLM-2026-000181,POL-2025-642,CLM-1354,Nancy Lee,Liability,63370.12,58980.84,2023-05-28,2023-05-24,2023-08-11,CLOSED,"Augusta, GA",GA,Liability incident reported at Augusta. Minor damage reported.,True,False,1,,,,,,False
CLM-2026-000182,POL-2025-498,CLM-414,Elizabeth Martin,Liability,81336.13,73007.41,2025-02-17,2025-02-13,2025-03-29,APPROVED,"OR City, OR",OR,Liability incident reported at OR City. Weather-related incident.,True,False,1,,,,,,False
CLM-2026-000183,POL-2021-220,CLM-1510,David Gonzalez,Major Collision,71130.01,,2023-11-11,2023-10-30,,UNDER_REVIEW,"NJ City, NJ",NJ,Major Collision incident reported at NJ City. Single vehicle incident.,False,True,0,8KGCYADNYWXBPU0YK,Volkswagen,Tiguan,2021.0,VRY807,False
CLM-2026-000184,POL-2022-309,CLM-634,Mark Taylor,Fire Damage,174721.06,167259.45,2024-01-07,2023-12-24,2024-01-29,SETTLED,"MD City, MD",MD,Fire Damage incident reported at MD City. Multiple vehicles involved.,True,True,1,,,,,,False
CLM-2026-000185,POL-2021-644,CLM-929,Mark Thomas,Auto Theft,27055.47,25359.25,2025-11-22,2025-11-10,2026-02-19,APPROVED,"CT City, CT",CT,Auto Theft incident reported at CT City. Weather-related incident.,False,True,3,25HYUSUNTAFR8NUT6,Volkswagen,Passat,2024.0,KEW954,False
